"siganal_clust1" "siganal_clust2" "siganal_clust3"
0.0191066134721041 0.00911123584955931 0.0101743657141924
0.0129616931080818 0.00510034896433353 0.0062175071798265
0.00367184495553374 0.0004532617458608 0.00291075953282416
0.0116215012967587 0.00770248984917998 0.00186534505337477
0.0204111523926258 0.004165462218225 0.00373503868468106
0.00920530222356319 0.00371077237650752 0.00557226268574595
0 0.000195548491319641 0.00300112180411816
0.0201352965086699 0.00449127703905106 0.00511117465794086
0.0124072916805744 0.00302930828183889 0.0124677950516343
0.0186965353786945 0.00467645935714245 0.00296580232679844
0 0.00141322729177773 0.0012844130396843
0.0337657555937767 0.00624076090753078 0.0032344744540751
0.0114062922075391 0.00626541394740343 0.00519129121676087
0.00972701050341129 0.0024146344512701 0.0128453457728028
0.00225652800872922 0.00053133541950956 0.00257657724432647
0.0151078067719936 0.00497643509879708 0.018167320638895
0.00494962325319648 0.00493483105674386 0.0167508944869041
0.000428022496635094 0.00576700363308191 0.00845320895314217
0.00301041128113866 0.000740607210900635 0.00936432555317879
0.0206110030412674 0.0129896001890302 0.00999645888805389
0.0046512009575963 0.00233622919768095 0.00797295663505793
0.0074471365660429 0.00216301856562495 0.00210827705450356
0 0.000522799382451922 0.00231548584997654
0.0106271700933576 0.00728095835074782 0
0.00639846967533231 0.00473688682541251 0.00263530877418816
0.0111233191564679 0.00892698206007481 0.00291829649358988
0 0.000335321004968137 0.00921638682484627
0.0822931751608849 0.0233699586242437 0.00341792381368577
0.0227822698652744 0.0027859837282449 0.0111772967502475
0.0075473147444427 0.00446724891662598 0.00862197764217854
0 7.99470017978355e-33 0.0061078192666173
0.0267069637775421 0.0095841521397233 0.0337810777127743
0.0143574075773358 0.00675124861299992 0.0224726889282465
0.0137936249375343 0.00800238829106092 0.0120626101270318
0.00558901811018586 0.00163172103930265 0.0350161232054234
0.0161805041134357 0.00981059484183788 0.0222926251590252
0.0118629839271307 0.00412233173847198 0.0119086718186736
0.0163167286664248 0.00485933106392622 0.0292544700205326
3.49722264708619e-32 0 0.0379193611443043
0.0284032355993986 0.00689480593428016 0.0189403034746647
0.0453356169164181 0.00749341677874327 0.011974005959928
0.0546472109854221 0.00809871405363083 0.0220349077135324
0.0120352888479829 0.00028230354655534 0.0311660636216402
0.155022859573364 0.0205246601253748 0.00035972852492705
0.0255240239202976 0.00622349698096514 0.0209521986544132
0.0209476500749588 0.00724505772814155 0.0136922290548682
0 0.000581517291720957 0.0179253350943327
0.0228389874100685 0.0133344540372491 0.0202631205320358
0.0131133226677775 0.0350279845297337 0
0.00438365805894136 0.00597115978598595 0.0013612718321383
0.0076689338311553 0.014451171271503 0.000177721187355928
0.00486566731706262 0.0205871649086475 0.00622530188411474
0.00432129856199026 0.0111684212461114 0.00507093360647559
0.00395211158320308 0.00371227716095746 0.00242935493588448
0.00350557011552155 0.00638000667095184 0.0137905264273286
0.00535884825512767 0.00728448154404759 0.00602817954495549
1.40129846432482e-45 0.0115162776783109 0
0.00497660646215081 0.00167059851810336 0.000143155892146751
2.68087264043263e-33 0.00677502807229757 0.00674937851727009
0.000658153789117932 0.0060707931406796 0.0147303435951471
0.0102693382650614 0.0242829825729132 0.0034312151838094
0.00117417611181736 0.00353742809966207 0.00113215879537165
0.00162937119603157 0.00793645530939102 0
0.0146878929808736 0.0189169682562351 0.00780592672526836
0.00837259646505117 0.0435605384409428 0.0252793431282043
0.00159098766744137 0.0122852735221386 0.0101949451491237
0 0.0184998549520969 0.0300725214183331
0.00199555978178978 0.0439349859952927 0.0117561332881451
0.000884764769580215 0.0207097958773375 0.00680492119863629
0.00415058573707938 0.013411414809525 0.0176306068897247
0 0.0126033229753375 0.0503205433487892
0 0.0312818437814713 0.0137117113918066
0 0.0152540309354663 0.0149658806622028
0 0.0116105433553457 0.0139807444065809
0 0.0113662704825401 0.0281706061214209
0 0.0197220295667648 0.0133278369903564
2.14846189832064e-32 0.0358366332948208 0.00775253865867853
0.00682523101568222 0.0122384624555707 0.0211217422038317
0.00378044275566936 0.0106244692578912 0.0143009088933468
1.40129846432482e-45 0.0620938390493393 0.00968633498996496
0 0.0271961279213428 0
0 0.00719785504043102 0.00553468009456992
0.00362814660184085 0.00867278687655926 0.00250022811815143
0.00368091161362827 0.0143997678533196 0.0053363018669188
0 0.00737188849598169 0.00172630720771849
0.000875245139468461 0.00576761830598116 0.00316831236705184
0 0.00599796511232853 0.00669129891321063
0.00216053309850395 0.0109741734340787 0.00473849102854729
0.00302382023073733 0.00846924260258675 0.00470801163464785
0.000205084899789654 0.00251585152000189 0.00376477558165789
0.000591170100960881 0.00522598903626204 0.00755365891382098
0 0.00972204189747572 0.00897187180817127
0.00401615025475621 0.0214649345725775 0.00709913624450564
0.00430320808663964 0.00783225428313017 0.00322104059159756
0.00550940027460456 0.00787096377462149 0.0123363537713885
0.0119293462485075 0.0277224164456129 0.00410396279767156
