"hdp_clust1" "hdp_clust2" "hdp_clust3" "hdp_clust4" "hdp_clust5" "hdp_clust6" "hdp_clust7" "hdp_clust8" "hdp_clust9" "hdp_clust10" "hdp_clust11"
0.000177541296678118 9.20145883448039e-05 0.00230731861863407 0.0232472158046213 0.0481654674749707 0.000327090669880946 0.00167093867828447 0.000139028054570728 0.000371449787949132 8.02409486630399e-05 0.000511791853032315
0.00262118137441227 2.32530847320437e-05 0.00254713724651385 0.00733026598412231 0.0370962256585333 0.000243204447925293 0.00166784554153087 0.000283142056611178 0.000600776942035032 0.00124528983097076 0.00336205802154248
3.0927928405437e-05 6.96135899662409e-06 0.000798566836008316 0.00809479321664205 0.00774109993850028 0.000154559650296893 0.000288305031655617 6.65862371505876e-05 0.000530228931395533 0.000126671315300333 0.000678099696431274
0.00032284720725508 0.000614477402236315 0.00258858863203132 0.0124245041210577 0.0333482733454064 6.81106312056167e-05 0.000919282951166119 0.000235807036803926 0.000371375236518623 0.00154331621661616 0.000722805659798268
0.00403847155998885 1.00279774536389e-05 0.611944715774694 0.0085066719969737 0.0262809647274726 0.000104780325448785 0.0141735643781361 0.000470641997758502 0.000237737476690322 0.0849473907865814 0.29161531463985
0.00102386553009709 8.96695935139235e-06 0.00624236153775116 0.0112832026379036 0.0261904913885974 0.000191507070447013 0.000688649984976891 8.18805477090323e-05 0.000963885236579566 5.38793103448276e-05 0.332791524351777
0.000357839847730512 2.07352705521798e-05 0.00604958811735836 0.0414789767981609 0.000605673293364415 0.00485888327307625 0.0027311935838193 0.00427909006258727 0.00113912808528102 0.00266848071802994 0.000662145558239949
0.00158479080138196 1.2642416868655e-05 0.0707026892509095 0.0147686131153753 0.0352396132882298 6.7352803106455e-05 0.0145518900682377 6.37667912723884e-05 0.000262568764264626 0.000169076865461683 0.0122430999973334
0.000148278542616847 1.92205962515499e-05 0.00152603491012817 0.00764629323695025 0.0322900774304311 4.00477480377858e-05 0.000919532069346356 0.0174443611562876 0.000297293166848353 0.00153243367217004 0.000188763001404016
0.00111763776348948 3.13248320505962e-05 0.00468397141884022 0.017826890148815 0.0324667527145942 5.62981478485623e-05 0.000611569694720132 3.29873456041705e-05 0.00074248736955526 0.000179365285812312 0.179713233095691
3.32263305918769e-06 0.00162142846914174 0.00379904450370789 0.00447899856359806 0.00307385588011248 3.80318496740084e-05 9.38009392886109e-05 3.48535547415447e-05 2.15369967242666e-05 0.000176387491526497 0.00111683117925201
0.051919118498085 2.92290171644471e-05 0.00173976393966524 0.00706426515111884 0.0177208943029503 1.17883114069044e-05 0.00625389419044112 3.14929370868277e-05 0.000206293598500632 0.000587655763344027 0.000344023588877254
6.9231887235208e-05 3.83558007345696e-05 0.00115603433913398 0.0100776611475902 0.0345667843817253 3.08088052473402e-05 0.00180197270143799 0.0120366760984589 0.0123494836028946 0.000290342159671867 0.000601748687282901
0.000619345821439815 9.63017373900711e-06 0.00293722045476486 0.0400909489385777 0.0255361376023958 0.00156152855485707 0.0140519346757294 0.0029091075847329 0.000469923055971453 0.0202705533336844 0.0113145055951896
0.000114323134453178 5.64086142532251e-05 0.000217719210760257 0.00726998507146212 5.74689354562693e-05 3.27822079463147e-05 0.000137123618721966 0.0330994279962233 0.00305033789684594 0.00153561456701369 0.000992598264476875
0.000264554367399568 2.77410163135606e-05 0.00221036300549827 0.00526556717904285 0.032409363885064 0.000274798158102322 0.0164781079538837 0.00508720504681489 0.000923431801731268 0.0028275109983952 0.000235155753706664
0.000214439613290534 0.000951254328924597 0.00484881687474569 0.00503257929993247 0.00325787988034584 0.00747867303542593 0.0854356960650149 0.000710157854284319 0.053486660121314 0.000229474135199121 0.000450065231861417
4.70467885689968e-05 0.00732218097906029 0.00193488373705832 0.00574559970709582 0.000160649707033073 0.0280998200416833 0.00215122271235921 7.11068366221701e-05 4.56299188798071e-05 0.000798530923414623 0.014460662008326
0.00315723106024318 2.6659803814294e-05 0.000585526665435911 0.00404100508148543 4.22547254384861e-05 0.0210593876314775 0.0109575478250347 0.00467894818772836 0.000592949286065314 0.00980194971186512 0.0072491129499127
0.012789651527114 0.0119930449323366 0.000778883729561497 0.0268649587539584 0.0111022556130603 0.00153797255631717 0.0630419960754877 0.00269082630650172 0.000120008350102633 0.000272795355515944 0.000935912572964779
6.3949130286135e-05 9.00603817014351e-06 0.0016926987465474 0.004691479195536 0.011373525072527 0.000727432983737144 0.0079390371845131 0.00419151912103526 0.0224543003345877 8.68421459517971e-05 0.000925830694880523
0.0206380854084314 0.000120539481902593 0.000943699933314207 0.00550267534019216 0.000765980007165374 0.00296222893531633 0.000788006270178816 0.000467976429999819 0.00041214206100563 0.00122296222057221 0.000460691374922116
5.80694615688323e-05 0.000106967752562369 0 0.00516753481359031 1.76000240655084e-05 0.0134253643086902 0.00592277552500373 0.000170358551031656 0.000309540605400196 6.09550721266349e-05 0.000617912586176125
0.0292919563276852 0.00624383003124962 0.00105868822006302 0.0117996785379374 0.000503635820947058 4.81939786820686e-05 0.000295441743834701 1.16760720578762e-05 7.9738905162325e-05 0.00059698944344108 0.000460757874869489
0.000622789251010332 0.000624037857442123 0.000100160256410256 0.00500091258696404 0.0150323812691991 0.00374257128107845 0.0257781651133589 0.00019752078353577 2.68233899418079e-05 0.000643061314596784 0.000220873054580086
0.0223734013914102 0.0108329390922296 0.00188517890990857 0.00601877992065049 0.000900178714780684 0.00051405862162472 0.00331652362690662 0.000282950691934704 9.39930970898489e-05 0.00114720719347739 0.0217707758317526
5.57585908101123e-06 7.93411945911587e-06 0 0.00237544809239542 5.83560269182913e-06 0.010323247307239 0.0396963804914976 0.000394742810320528 0.00878837292034385 0.00032962127680327 9.765625e-05
0.162841452809809 0.00102706355399247 0.00530089099182028 0.0481022546178516 6.78403680354965e-05 7.90573775235916e-05 0.000323386850479669 0.000373830636231761 0.101508892675739 0.00497923412701355 0.0135181622827521
6.16428785783826e-05 5.86864006348165e-06 0.0672148396626727 0.0111805918415363 0.019991341381038 5.02982874967357e-05 0.0113486524740241 0.00560635311026136 0.00342506676883925 0.0539022620566674 0.00105028494789528
0.000244853150317386 0.000111908670995103 0.000236854597862061 0.00443097914415274 0.0121014243839319 5.5944136615864e-05 0.00651757459388368 0.0389051850821217 0.000928220112699032 0.00935766696765791 0.00498266808360709
3.40446373693915e-06 2.86765851626194e-06 0.00951816952155109 0.0160161971343297 1.19059148842184e-05 0.000135488488733353 2.26201407934885e-05 0.0238787363013152 3.76581750309509e-05 0.000821953095996964 0.000192818662056943
0.00108662416624116 0.000220924421719066 0.00220109467726691 0.00793760370327994 0.0310623923511568 0.00094331025643486 0.0388789169737359 0.0859668109378875 9.628552212488e-05 0.000690019952847049 0.00110894328935947
0.022916540933261 0.000147586623216829 0.00088484334139663 0.00873661350759561 0.00114019568533679 0.0390927788643561 0.00698047937068057 0.000221013362787614 0.0914225032324253 0.000553359732052294 0.00234412014445746
0.0344323373867429 0.000504224724033228 0.000493600384736858 0.0150334883024918 0.000396606316480093 0.00228337655354584 0.0136235310873521 0.0116568415512255 0.0872750322577697 0.000802503617071481 0.00216095976681359
0.000466583040696754 1.75878726877442e-05 0.000532623206490358 0.0163878611923144 0.00951039712032462 0.0902698340825852 0.000695433265752016 0.000804420930660066 2.56529567731668e-05 0.000228667321075058 0.000395015629402615
0.00795365421558539 0.000538139663255552 0.00239976173083531 0.0112313317583112 0.0320707663351753 0.0571327161275881 0.0111515217053563 3.82883286714959e-05 0.000435882681471237 0.000692050962346371 0.00196039071088429
0.000109426958741835 4.26361775830263e-05 0.00142607881772943 0.00875007339433125 0.0289777783443506 0.00417931221597605 0.000900106779738173 0.0295918294658089 0.000113244852648054 0.000256555632784691 0.000367390100461513
0.00247033768337357 8.70294981938595e-06 0.00248160610307612 0.0130511020122713 0.0208928672642377 0.0351228389065612 0.0439893680132409 0.00832837357366907 0.000263550513451498 0.00187711501068621 0.00529138791605597
0.000163514592093002 1.30033966464385e-05 0.000172159166334794 0.0134343762514429 9.11499638627785e-05 0.106595273539123 0.00143544208258039 0.000776176023975146 0.00133262197568449 0.0767788501591549 0.000437442499347549
0.0415776381823456 1.70535899641522e-05 0.00284085328090704 0.00691595486550777 0.0204727947664945 0.0400936670883814 0.0105742926092266 0.000445476192978976 0.00499860084919675 0.00175796017873698 0.00126067771606739
0.100729738111945 3.42013223968455e-05 0.000677811771561772 0.0131185752973651 0.00126736667637704 0.0355575743343982 0.0279675540004259 0.00053523463292868 0.000455562219345008 0.000632862231114834 0.00059944911190725
0.109902434968834 1.20180194369943e-05 0.000695663888036474 0.00725047025464013 0.000907142305528109 0.000702945212222357 0.00216707660182601 0.118365924749206 0.000140441102193267 0.00147678232636293 0.000786861922670634
0.0203774653515808 3.44486478568957e-06 7.1983799129607e-05 0.00959788978398761 0.000506391486312271 0.0814899881685865 0.000152222077709966 0.000319973432391887 0.000880653039678419 0.000763287978391209 0.00150968529718111
0.275137910404336 6.09513545508756e-05 0.000458466071856963 0.0173891062177882 0.000569340539465344 0.000359395311373377 0.000283673255340221 0.000552553852148169 0.0233285350655938 0.135675212994417 0.00185060929199513
0.000246940809519741 1.19079605003237e-05 0.005527407706175 0.00820399052941277 0.0350377748346219 0.00702444801106082 0.0287425528273298 0.00686974382163417 0.00100942795783299 0.000688260318461907 0.00103939410661969
0.00880309890695169 2.1905761092059e-05 0.00584370000138807 0.0124646580395056 0.0282195788937961 0.000768679573280405 0.096499139810604 0.000285141447972961 0.000228007402528783 0.00400533486466613 0.00865402756464455
0.000313127389743071 4.65663796871067e-05 0 0.00694408130289804 0.000170159767884236 0.0507074036665951 0.00102422200122546 0.0123623744026885 0.000266775478905315 0.00187386556887924 0.000543722475252007
8.03725096982989e-05 0.00193958498188955 0.00359361865833057 0.0146083284393535 0.04795388096575 0.000347068051966455 0.0218006477136422 0.00563376401071997 0.00766741968602761 0.00200917069506438 0.00010060506423653
0.013634169131947 0.0503137662142286 0.00527529320994556 0.0223954879522914 0.0102528453941281 1.38005652711535e-06 0.00179344578502094 1.17867042171438e-05 0.000157760207602256 5.65123860578406e-05 0.00173339120455303
0.000178451173416131 0.00178956061468456 0.000295146570787973 0.00850163605233321 0.0234942458267782 1.64787096094085e-05 0.000454274428918261 6.11364262502992e-05 4.42800296104065e-05 0.000597457208132905 0.00284651971163778
0.00740849377074397 0.0189481766188908 0.00534166282248875 0.00791782195670799 0.0141997566699119 4.084581985401e-05 0.000661308309000011 7.35533504056723e-05 0.000408831671501122 0.00106432099588495 0.0014381583303104
0.000265762578834209 0.0273355394042459 0.00163366391962921 0.0146483319864925 0.012471344121574 0.000114844926534878 0.00129767530251938 0.000113922432443483 0.000481709907219043 0.000691069742022943 0.00116849854009501
0.00012551231990585 0.0141177523464578 0.00201158776101007 0.00863733266369012 0.00969512337054732 6.99817909860969e-05 0.00459704515986013 0.000123033994465775 0.00149972181191425 0.000433893453824842 0.00144916830887074
5.51703313430515e-05 1.9742122098638e-05 0.00295978428549607 0.00846152704282362 0.0211168750543884 5.27084265748939e-05 0.000393093134879819 1.3167990541059e-05 3.52058311600783e-05 5.37095777638541e-05 0.000667551431112408
0.000468521264880359 0.00787390425208561 0.00782814055665963 0.00745725578600425 0.0086700360223504 0.000179323638738327 0.000347525899500382 0.047207293469363 0.00313682249856646 0.000952430743264556 0.000496096974709936
2.79222840100276e-05 6.79961486027115e-05 0.00176069067547945 0.00663053259001028 0.0328820539362563 7.73531620894645e-05 0.000706498955544287 0.000102013487810387 0.000182402314488202 0.000417339179895774 0.00060717594729122
0.000406972499154107 0.0173187642340012 0.000897929040580189 0.00522509603631532 0.00222350950587418 9.31514825367246e-05 0.000201157036744015 0.000158672011558701 0.000650713604733415 0.0034949886522573 0.000401470711436295
