"siganal_1" "siganal_2" "siganal_3" "siganal_4" "siganal_5" "siganal_6" "siganal_7" "siganal_8"
0.00108351651579142 0.0201362147927284 0.00149699638132006 0.0559520199894905 2.06579419610765e-41 0 0.0821204632520676 0.00497133377939463
0.00618509761989117 0.0164457987993956 0.00253280252218246 0.0161696784198284 0 0 0 0.0113383755087852
0 0.00332673941738904 0.000173883745446801 0.000555582635570318 0.00406135199591517 0 0 0.00170469819568098
3.90866674965388e-38 0.0143370516598225 0.00325198913924396 0.0304689649492502 0 4.96531507773859e-17 0 0
1.42529109980208e-27 0.01610435731709 0.00554902153089643 0.0417053177952766 0.00175957148894668 0 0.540525019168854 0.0110773593187332
6.38909014583078e-08 0.0102877002209425 0.00127233797684312 0.0146022140979767 0.0108940834179521 0 1.40129846432482e-45 0.00433127488940954
0 0.00169314478989691 0.00103572965599597 0.00455797696486115 0.007189413998276 0 0.00439539365470409 0
2.01342572836438e-05 0.014092156663537 0.00475156959146261 0.0329504944384098 0.000810187892057002 0 0 0.00579201057553291
0.0106036067008972 0.0108091374859214 0.010534530505538 0.0607875324785709 0 0 0.135126039385796 0.00986961741000414
0.00181009026709944 0.00711988098919392 0.00783090852200985 0.0186292752623558 0 0 0.0201426651328802 0.00170929753221571
1.0883661996891e-16 0.00173933350015432 0.000244842784013599 0.00323385582305491 0.00806964468210936 0 0.0162317380309105 5.69503925575409e-19
0.00846865214407444 0.0092869121581316 0.00730669032782316 0.0403902009129524 0 0 0.00915698334574699 0.00841217301785946
0.00279690814204514 0.00858003459870815 0.0265847314149141 0.0514986738562584 0.014706346206367 0 0.0739542543888092 0.0158294010907412
0.00399371003732085 0.00962742511183023 0.00354298902675509 0.024051308631897 0.00722091970965266 0 3.05833950358277e-39 0.000379276723833755
0.0013750622747466 0.00159479933790863 0.00150915945414454 0.00574230356141925 0.000963855476584285 0 0 0
2.73306629159189e-25 0.0144872656092048 0.0358798131346703 0.0805228501558304 0 0 0 0.00189639499876648
3.08205544091012e-17 0.00825841072946787 0.00364488549530506 0.00829014740884304 0.0314656496047974 1.34292377646525e-34 0 0.00520212482661009
0.000581895175855607 0.00578918028622866 4.62803323750815e-37 0.00122748094145209 0.00266011594794691 0 0 0.00568594085052609
0.00144157733302563 0.00124260480515659 0.00079500675201416 0.00112809636630118 0.00425590900704265 1.8906067252037e-25 0 0.000503302202560008
0.000419378309743479 0.00622336100786924 0.00519679114222527 0.00732172839343548 0.0235109068453312 0 0 0.00854684133082628
0.00532528897747397 0.00338186998851597 5.05168096389097e-42 0.0035232484806329 0.00448546698316932 0 0 0.0393091514706612
0.000141752534545958 0.00405186275020242 0 0.00416675442829728 0.00839146971702576 1.40129846432482e-45 0.00217050686478615 0.00710294116288424
0.00131908420007676 0.000898059457540512 5.82714274059981e-05 0.000351763563230634 0.00144890218507499 0.00323019968345761 0 0.000320136838126928
0.00572457769885659 0.00461026560515165 0.00206434284336865 0.00902654230594635 0.00837045907974243 0 0 0.01322175655514
0.00102399080060422 0.00357050658203661 0.000570299278479069 0.00410478981211782 0 1.87447483313008e-06 0.0151819922029972 0.0124558275565505
0.000269340380327776 0.00388527871109545 0.00170459854416549 0.0061355666257441 0.0104068573564291 0 0.00845630653202534 0.000489320431370288
0.000982600497081876 0.000701597367879003 0.000278797117061913 0.000414031732361764 0.0101952683180571 0 0.000226989723159932 0.00136825500521809
0.00513007491827011 0.00366427935659885 0.00682907598093152 0.00749439932405949 0.0143770771101117 0 1.40129846432482e-45 0.0110835619270802
0.00256256037391722 0.00443813810124993 1.93293989130194e-39 0.0129258390516043 0.0367973335087299 0.0107078645378351 0.00511390110477805 0.0212988164275885
0.00150141445919871 0.00479401694610715 4.02980112994555e-05 0.00870903395116329 0.0154395429417491 0.00871637556701899 0.00451749982312322 0.00953043438494205
0.000145384736242704 0.000635001226328313 0.000582180626224726 0 0.00636929087340832 0 0.003465665737167 0.00105589849408716
0.00346232927404344 0.00942875165492296 0.00145979470107704 0.0186494458466768 0.0688880681991577 7.06037224757737e-40 1.2333402519894e-19 0.0154285663738847
0.0288654621690512 0.0254923142492771 0.00522203510627151 0.0120115634053946 0.0165935587137938 0 0 0.00122913508675992
0.0312523208558559 0.0138595048338175 2.66635997832054e-05 0.0118837729096413 0.00330443982966244 1.40129846432482e-45 0 0.00188136869110167
0.193815529346466 0.044237058609724 1.31467750179581e-05 5.44316258732636e-11 0 0 1.81989175790896e-13 0
0.0154970223084092 0.0170942805707455 0.00478730862960219 0.015970753505826 0.0191832724958658 0.0048905722796917 0 0.00343375676311553
0.0190677251666784 0.0193561743944883 0.00395704992115498 0.0128522627055645 0.00550998188555241 0.00410838797688484 0 0.0134647786617279
0.0346140824258327 0.0186909474432468 0.0021698719356209 0.0141467703506351 0.00301962299272418 0 0.0135931205004454 0.00249397987499833
