"sigfit_1" "sigfit_2" "sigfit_3" "sigfit_4" "sigfit_5"
0.0112065015349832 0.0226779570339702 0.007476580452079 0.0401464983203305 0.0110894780868783
0.0122566075417052 0.0186623225086614 0.00742604909266732 0.0144745813164813 0.0120553638188307
0.0022226432719689 0.00404114243158096 0.00129005409100567 0.00175076818975008 0.00240268553497107
0.00910141200022035 0.0187187091371318 0.00741076550192711 0.0157987944384172 0.00570834114960469
0.00234778226922454 0.0134273572100907 0.006304390332163 0.0697371824146121 0.0111698511278444
0.00764813938653939 0.0117614681344178 0.0044023758546934 0.0105330780256603 0.00727256894989993
0.00161058153653713 0.00172703808016062 0.00122951694564992 0.00333659032073762 0.00115323636434632
0.00885733313694046 0.0164754196776822 0.00763500742793512 0.0203392314008387 0.00909242434952747
0.00633840730982813 0.010158346717933 0.00891204050085763 0.044462695588042 0.0105307601926316
0.00398594509237154 0.00872345511517539 0.00697538952474803 0.013070896918974 0.00431516543689904
0.00151219331790243 0.00136065037048913 0.000704517350076748 0.00409701641646803 0.00148290126855412
0.00732252988452708 0.00997878024006308 0.00733168304377856 0.0229005751461947 0.00892082779226683
0.00490085827853217 0.00614417598818627 0.0184375252733761 0.0358494649108153 0.0131308880593038
0.00839944627402709 0.0110892829052416 0.00554317484365976 0.0137072702976608 0.00547345195597642
0.0017130072818496 0.00168253603018044 0.00149677682911278 0.00275215336705078 0.0011021762313933
0.00754543798452576 0.0185882830639382 0.0266398614690358 0.0350353185106977 0.0103067928938139
0.00807455436336158 0.00815164423721177 0.00540321805575503 0.00653836676312796 0.00826406894987603
0.00429251877811023 0.00662166339813985 0.00186539824609531 0.00240785058749503 0.00516381748206637
0.00172316007905703 0.00132290267323931 0.0010247996311766 0.000384502160153451 0.00130217574221352
0.00613305422633273 0.00559918428829502 0.0054871287385619 0.00581273853777762 0.00821381650516511
0.00266385938441714 0.00229578501937033 0.000350666189096108 0.0045526807292476 0.0181816172934295
0.00350644677149571 0.00392942167048044 0.00110640801110081 0.00444436620881208 0.00504364332702477
0.00128835142676201 0.000659079133143937 0.000552596356608475 0.000695409281783354 0.000884146805633101
0.00482514385263344 0.00401127731475872 0.00255757150011222 0.00717054817032296 0.00871665667244189
0.00197413082597533 0.00312556199290351 0.00134477374549633 0.00627835258038412 0.00663970332711589
0.00341381850264641 0.00389423796758517 0.00251427512094403 0.00513054438139176 0.00279395291645039
0.00156922616496636 0.000370890228549246 0.000388954442358467 0.000626040580328892 0.00174024118384885
0.00449526145567958 0.00286434380438806 0.00531720843340626 0.00588751854891629 0.00778233790852353
0.0055255220710718 0.00223345420429327 0.00143702157886017 0.0115236435392184 0.0133197431259053
0.00476094078505291 0.00357118434229286 0.00209851873679387 0.00802299431785082 0.00721962005280921
0.00094221387148774 0.000355326775523037 0.000524285014385269 0.000786753298759634 0.00127592147456491
0.0120053217863843 0.00670693383907683 0.00443840885676666 0.0148822191505716 0.0161524473884348
0.0279112244058684 0.0271951211122503 0.0126933519110922 0.0144816583148649 0.0148026642973194
0.0196734291202218 0.0141332133261322 0.00506197645761994 0.00898257152868046 0.010183417510227
0.0891002354425779 0.0384425329422523 0.0151357614219426 0.0265074034131445 0.0324221919906077
0.0185518928633088 0.0173618923683635 0.00975167443622397 0.0131815435664732 0.0115353389555163
0.0193126914181176 0.0201597469474438 0.00970988720747389 0.0138517860631534 0.0156733145236567
0.0228730594329726 0.0194694230863422 0.0076166709113062 0.0159980532615526 0.0122227122176207
0.0493461914888131 0.0169339554406709 0.0124819464679583 0.0128443825638398 0.0239865972841864
0.0226348258964903 0.0302179324273688 0.0128333672983891 0.0214743968483602 0.0112674032133223
0.024286842545276 0.0146073372782084 0.00707088093660743 0.0152410719962813 0.0153096581574476
0.0238395306738317 0.0185697684871169 0.00706065318184985 0.0155185085746753 0.00994552198445505
0.0650237031453731 0.0248111570304167 0.00986668930909802 0.0149226478031805 0.0341719988965005
0.0224104610883879 0.0217757609099332 0.0111165362699094 0.0167129355794207 0.0123609563593568
0.0212202663522556 0.0126585982463375 0.0060754199192284 0.0220523338044173 0.0179783199700415
0.0279805130865017 0.0190605899671288 0.00644385637164627 0.0185581823552288 0.0172519716271468
0.0339720900632517 0.0157357578310158 0.00767785170812909 0.0109272332247213 0.012611159393188
0.0201553299009742 0.0175552174566987 0.0086548022555516 0.025165162852695 0.0169784125265921
0.00605071597943888 0.0142135698504048 0.0122403644708254 0.0143693217841592 0.0277566459197124
0.0102603131841995 0.0177283533550099 0.00456670796522714 0.00638060531510853 0.0049417636598924
0.0107951710242382 0.0214602888873002 0.00626893098545225 0.00781006650290348 0.0048263711915643
0.00973149789936031 0.0188076369092988 0.0183215995846529 0.0163485028035215 0.0130088113016362
0.00162722459420886 0.00465932099502206 0.00402139493979013 0.01238216120876 0.017774843457506
0.00587885156222788 0.00754554246526176 0.00323654298146149 0.00768019601687741 0.00746232703883108
0.00440000127312026 0.0111419233284345 0.00578713585201981 0.0102323344979469 0.00492294445452475
0.00592955562083178 0.0111681041063384 0.00525937369660525 0.0166481850905547 0.0194570375094627
0.000915559355780106 0.00552320771589831 0.00186236671898174 0.00603661688817303 0.0203669645750548
0.00392255228445151 0.00655313971774589 0.00287624912388742 0.00348550956094314 0.00152710286604611
0.00317631450683642 0.00920991863930227 0.00185786055689756 0.00504639017660229 0.00473636110554175
0.00461797960981224 0.00837991653860006 0.00280499200620389 0.00890509482383385 0.0152334172084677
0.00292122447651985 0.0065656038615727 0.0224153716827346 0.0170567003448614 0.0311772489279133
0.00532336871767063 0.00819845061500814 0.00236462492881238 0.00433303590724133 0.00630113583043436
0.00271343447885462 0.00770979931642325 0.0136424155379791 0.00474251611839495 0.00308619991368255
0.00593712188905756 0.0128014672071628 0.0133595044346679 0.0188037267136299 0.0292531734229522
0.0263617912892795 0.0257833391588029 0.0257365164486171 0.00661146141827433 0.0292610235420426
0.0105972172956814 0.00981914227778467 0.0110252056436189 0.00401093306665228 0.0065239028266121
0.0178386418173475 0.0229125575899907 0.0173877924576342 0.00499845670436856 0.00831849738856366
0.0212351402053653 0.0269203354774743 0.0269553113709472 0.00861886877658992 0.0133564827162467
0.00606203355510528 0.0102940817409824 0.0129284203419118 0.00589339719676638 0.0100970233966823
0.0121086440303864 0.010177313085571 0.0117872269301217 0.00662245805660002 0.00785502994048509
0.0119720252602724 0.0074183328574939 0.0160801602539304 0.00256690656484399 0.0103955889096645
0.00871014147640533 0.00927506738944195 0.0282821581445173 0.00703366223856978 0.0133657647438381
0.0101430217789079 0.0158704883806372 0.0114190206729874 0.00533805622975101 0.0157471627009767
0.00845679140612088 0.0099798955008931 0.0112045902908381 0.00398452124365248 0.00530319098032255
0.00971278731652594 0.0104814176632354 0.0090302279349993 0.00343622968184302 0.00802645258206009
0.0128817795631352 0.018184768118624 0.0126969577194846 0.00620652749457211 0.0143653261313093
0.0107952777861758 0.0149936409872635 0.0155146350094354 0.00785344325549822 0.0237886536930155
0.0115285104945583 0.013922125722213 0.014151194800863 0.00647387991192854 0.00935562320976191
0.00883052461016656 0.00863129949018988 0.0106106593068912 0.00399116027244769 0.00649598637958315
0.0150037160420038 0.0165930905419138 0.030921864564334 0.00864544716838822 0.0202356407132594
0.00157242217672535 0.0040773264410804 0.036095630188843 0.00196384451597073 0.00283848047365692
0.00155412440537317 0.00100176138143638 0.00659994469484219 0.000535717038145011 0.00103623623620756
0.00468050920531243 0.00511529469970861 0.00538189636632305 0.00315296373631598 0.00202904889022334
0.00442572252142061 0.00227118150609805 0.019813967373675 0.00310625625557664 0.00126982825569625
0.000169561405815295 0.000300330546975443 0.0207206149175555 0.00273888039017544 0.00960481791739337
0.00200465208364556 0.00184442600819663 0.00616894184322872 0.00136391212570275 0.00250034036418053
0.00430723500709203 0.0038788103023533 0.0119634140333223 0.00267864706652824 0.00343639475076585
0.0021302372952142 0.00115506560355523 0.0489199499754707 0.00667290525365525 0.0070917743253047
0.000943126190435996 0.000283879880260044 0.00569396281136057 0.00149596985640179 0.0104045972078747
0.00200112459863847 0.000187862085870823 0.00456743862391403 0.00126654067423907 0.00173005409156372
0.00349043167621936 0.00474142248503611 0.00351252495592818 0.00455390794189259 0.00411616034144094
0.00290097765834456 0.00154466293811022 0.0181530198772497 0.00266686435349208 0.00560231749324696
0.000472012346692764 0.000487451775630927 0.049989564277304 0.00225741142469389 0.0174482347977751
0.00205648949566656 0.00196091214388116 0.00735625243149834 0.00216534339162915 0.00130858502705779
0.00471081760799121 0.00404627366782219 0.0112361560278988 0.00437145642600638 0.00497128902985024
0.00368698857002644 0.00456237865085511 0.0523310769899454 0.00690649034575498 0.0136856802846858
