"sigfit_clust1" "sigfit_clust2" "sigfit_clust3"
0.0194148212450116 0.00801250485727825 0.00914781895620239
0.0178874075873776 0.00502226093659584 0.00693309812536807
0.00382958106815091 0.000631941418365167 0.00233848474090451
0.0124844705608412 0.00680491338673433 0.00646046552318961
0.0301760265170732 0.00381892197473956 0.00706218758536824
0.0190158730833196 0.00261041401114136 0.00551889358476242
0.00149108597978836 0.000307412303063821 0.00254234670127454
0.0260758457730041 0.00284327728111402 0.00727445346210996
0.0150218000563093 0.00392464601038527 0.00980768264727067
0.020961321901177 0.00402253625235235 0.00425607960026369
0.00119785202952185 0.00187480189332158 0.00115405939761382
0.0274024466172645 0.00445259615578027 0.0061150272371751
0.0136387797686154 0.00627365901941195 0.0108610592530755
0.0179215292509398 0.00209735792154887 0.0117099306639845
0.000958225163326082 0.000559496140615212 0.00490483271905053
0.0172915256840294 0.00452028561593388 0.014304271621027
0.00356901389564109 0.00371650507987198 0.013900399265661
0.00178823576526475 0.00494634927010415 0.00809632313709525
0.00205902483430543 0.00051993082272298 0.00774034762168009
0.0138193464144059 0.0119536538238076 0.0104184374819133
0.00717007100305003 0.0014992022870155 0.00861950475478329
0.00480838601612292 0.00222549585490926 0.00395648107145618
0.000330600959923855 0.000657103098324281 0.00391128602691693
0.0114580288822569 0.00687176967531043 0.00189988090456695
0.00605042765158266 0.00425107897127105 0.00809093737617306
0.00984182209925705 0.00859270169547213 0.00479156528139069
0.000295743592323466 0.000386042596712822 0.00594496989394491
0.0538741778961943 0.021462783447912 0.00990843967316182
0.0168012987038223 0.00122141120153013 0.00861822049040468
0.0067277442532618 0.00324487558743248 0.0100675242924273
0.000638603297119592 0.000288205936983687 0.00369063639134698
0.0166415368853598 0.00705022405261876 0.0277965001052067
0.0115937057158396 0.00499317981883229 0.0176238174429336
0.0107528916527828 0.00701119269831537 0.0153657328501347
0.00348219302823827 0.000829915033750095 0.0234647284622449
0.0146893649222067 0.00697611070483134 0.021032144707035
0.011189417205992 0.0038322207262797 0.0133348554810217
0.0149020528798448 0.00269769896792503 0.0236524890143938
0.00112535393226511 0.000317600429235389 0.0238051490773201
0.0245293435430189 0.0042279532168279 0.0194164664974531
0.0376139019158022 0.00489789411992558 0.0187394278923424
0.0396194742031796 0.00450923011069381 0.0262889294041822
0.00790350698507142 0.000464089680004785 0.0193201620876999
0.102987841270324 0.0167551326439305 0.0110990615168781
0.0208311897036847 0.0041695240384368 0.0190270336435256
0.0223347631725582 0.00459915251471503 0.0137799424049589
0.000781333081182355 0.00042191850114958 0.0128300249212442
0.0195891753862956 0.0122166306737718 0.0210424445674979
0.0189364216379445 0.0422949820069265 0.00135431059385113
0.00897676464262746 0.00690352129972897 0.00308092829759369
0.0132870200183799 0.0167317848861972 0.00301880943778894
0.00951603376373492 0.021749106034683 0.00630222666635323
0.00650674965467954 0.0119808904585277 0.00622011448759296
0.00898069102113357 0.00409322969068134 0.00287108373895696
0.00559934689584064 0.00676889847315758 0.0110754210104971
0.0122589947063925 0.0062493211866868 0.00586809564420838
0.0046589529911929 0.0122740107241461 0.00331938657524812
0.00673205875825252 0.00111006599711184 0.000805871577243932
0.00203135087952851 0.00517483272059844 0.00929198140648521
0.00156439704770361 0.00603628438597543 0.0119140553941077
0.0160968946504025 0.0255601680041121 0.00861678941390324
0.00580747998160854 0.0040865939106711 0.00428839497118467
0.00525690230689072 0.00821629506668412 0.00207703531252143
0.0173815408043984 0.0204325596624862 0.00833000803759075
0.00691400940327028 0.0462914458554622 0.0217442998471503
0.00106473992718356 0.013176808360777 0.0107830441422908
0.0010277493533066 0.0175159555781014 0.0253223672198979
0.00340134530661576 0.0485306408702818 0.0117266404798029
0.007917856240117 0.0218532866751189 0.00726846303803586
0.00333048330085231 0.0126588420908914 0.0212718197792801
0.00553850933604525 0.010313503921961 0.0427873051682106
0.00236701402476588 0.0330659154650778 0.0154429110643225
0.00235041761845436 0.0157939688805241 0.0118026265271267
0.000508911005817096 0.0116865405683448 0.0135989492398854
0.000658191209122513 0.00985284508463371 0.0258159189480721
0.000858008823552923 0.0213549115498339 0.0105312367169049
0.00358897337669371 0.0378760330514754 0.00998450445253285
0.00869126880382408 0.0124075650718061 0.0158988091562332
0.00190794702525639 0.0104190091224882 0.0158750930792034
0.00334037956725971 0.0663073892192019 0.0150366284600204
0.00099369245663978 0.0327935952966752 0.000800268459648052
0.000842160363430303 0.00799601415944547 0.00490157903699763
0.00427133624367609 0.0107849964846334 0.00288112759698164
0.00381808242784468 0.0153517275951422 0.0051224598813104
0.000882361132310353 0.00783143142170805 0.00198601961225131
0.00257460438138388 0.00631226719413046 0.00390375131069533
0.00338353371968563 0.0064904253438478 0.0111165210057456
0.00372858357931154 0.0119853731422791 0.00547378434394739
0.00252624023959832 0.0104907094463531 0.0055771290270454
0.00261660242210764 0.00204877875594377 0.00263378716328059
0.00422322364911632 0.00484956582110868 0.00587322356508011
0.0018912074741693 0.00978252624087482 0.00971904360340039
0.00336663973583754 0.0236228277096839 0.00906249316140702
0.00607831651548097 0.00920448589645269 0.0032779553953593
0.00747173732035228 0.00654379785155946 0.0101674263849695
0.00970611122227894 0.029560469306802 0.00651374501014701
